feature_path,transcript
../features\2518.npy,you
../features\2519.npy,you
../features\2520.npy,you
../features\2521.npy,you
../features\2522.npy,you
../features\2523.npy,please
../features\2524.npy,please
../features\2525.npy,please
../features\2526.npy,please
../features\2527.npy,please
../features\2528.npy,please
../features\2529.npy,please
../features\2530.npy,good
../features\2531.npy,good
../features\2532.npy,good
../features\2533.npy,good
../features\2534.npy,good
../features\2535.npy,good
../features\2536.npy,good
../features\2537.npy,morning
../features\2538.npy,morning
../features\2539.npy,morning
../features\2540.npy,morning
../features\2541.npy,morning
../features\2542.npy,morning
../features\2543.npy,morning
../features\2544.npy,yes
../features\2545.npy,yes
../features\2546.npy,yes
../features\2547.npy,yes
../features\2548.npy,yes
../features\2549.npy,yes
../features\2550.npy,yes
../features\2551.npy,no
../features\2552.npy,no
../features\2553.npy,no
../features\2554.npy,no
../features\2555.npy,no
../features\2556.npy,no
../features\2557.npy,no
../features\2558.npy,hello
../features\2559.npy,hello
../features\2560.npy,hello
../features\2561.npy,hello
../features\2562.npy,hello
../features\2563.npy,hello
../features\2564.npy,hello
../features\2565.npy,thank
../features\2566.npy,thank
../features\2567.npy,thank
../features\2568.npy,thank
../features\2569.npy,thank
../features\2570.npy,thank
../features\2571.npy,thank
../features\2572.npy,you
../features\2573.npy,you
../features\2574.npy,you
../features\2575.npy,you
../features\2576.npy,you
../features\2577.npy,you
../features\2578.npy,you
../features\2579.npy,please
../features\2580.npy,please
../features\2581.npy,please
../features\2582.npy,please
../features\2583.npy,please
../features\2584.npy,please
../features\2585.npy,please
../features\2586.npy,good
../features\2587.npy,good
../features\2588.npy,good
../features\2589.npy,good
../features\2590.npy,good
../features\2591.npy,good
../features\2592.npy,good
../features\2593.npy,morning
../features\2594.npy,morning
../features\2595.npy,morning
../features\2596.npy,morning
../features\2597.npy,morning
../features\2598.npy,morning
../features\2599.npy,morning
../features\2600.npy,yes
../features\2601.npy,yes
../features\2602.npy,yes
../features\2603.npy,yes
../features\2604.npy,yes
../features\2605.npy,yes
../features\2606.npy,yes
../features\2607.npy,no
../features\2608.npy,no
../features\2609.npy,no
../features\2610.npy,no
../features\2611.npy,no
../features\2612.npy,no
../features\2613.npy,no
../features\2614.npy,hello
../features\2615.npy,hello
../features\2616.npy,hello
../features\2617.npy,hello
../features\2618.npy,hello
../features\2619.npy,hello
../features\2620.npy,hello
../features\2621.npy,thank
../features\2622.npy,thank
../features\2623.npy,thank
../features\2624.npy,thank
../features\2625.npy,thank
../features\2626.npy,thank
../features\2627.npy,thank
../features\2628.npy,you
../features\2629.npy,you
../features\2630.npy,you
../features\2631.npy,you
../features\2632.npy,you
../features\2633.npy,you
../features\2634.npy,you
../features\2635.npy,please
../features\2636.npy,please
../features\2637.npy,please
../features\2638.npy,please
../features\2639.npy,please
../features\2640.npy,please
../features\2641.npy,please
../features\2642.npy,good
../features\2643.npy,good
../features\2644.npy,good
../features\2645.npy,good
../features\2646.npy,good
../features\2647.npy,good
../features\2648.npy,good
../features\2649.npy,morning
../features\2650.npy,morning
../features\2651.npy,morning
../features\2652.npy,morning
../features\2653.npy,morning
../features\2654.npy,morning
../features\2655.npy,morning
../features\2656.npy,yes
../features\2657.npy,yes
../features\2658.npy,yes
../features\2659.npy,yes
../features\2660.npy,yes
../features\2661.npy,yes
../features\2662.npy,yes
../features\2663.npy,no
../features\2664.npy,no
../features\2665.npy,no
../features\2666.npy,no
../features\2667.npy,no
../features\2668.npy,no
../features\2669.npy,no
../features\2670.npy,hello
../features\2671.npy,hello
../features\2672.npy,hello
../features\2673.npy,hello
../features\2674.npy,hello
../features\2675.npy,hello
../features\2676.npy,hello
../features\2677.npy,thank
../features\2678.npy,thank
../features\2679.npy,thank
../features\2680.npy,thank
../features\2681.npy,thank
../features\2682.npy,thank
../features\2683.npy,thank
../features\2684.npy,you
../features\2685.npy,you
../features\2686.npy,you
../features\2687.npy,you
../features\2688.npy,you
../features\2689.npy,you
../features\2690.npy,you
../features\2691.npy,please
../features\2692.npy,please
../features\2693.npy,please
../features\2694.npy,please
../features\2695.npy,please
../features\2696.npy,please
../features\2697.npy,please
../features\2698.npy,good
../features\2699.npy,good
../features\2700.npy,good
../features\2701.npy,good
../features\2702.npy,good
../features\2703.npy,good
../features\2704.npy,good
../features\2705.npy,morning
../features\2706.npy,morning
../features\2707.npy,morning
../features\2708.npy,morning
../features\2709.npy,morning
../features\2710.npy,morning
../features\2711.npy,morning
../features\2712.npy,yes
../features\2713.npy,yes
../features\2714.npy,yes
../features\2715.npy,yes
../features\2716.npy,yes
../features\2717.npy,yes
../features\2718.npy,yes
../features\2719.npy,no
../features\2720.npy,no
../features\2721.npy,no
../features\2722.npy,no
../features\2723.npy,no
../features\2724.npy,no
../features\2725.npy,no
../features\2726.npy,hello
../features\2727.npy,hello
../features\2728.npy,hello
../features\2729.npy,hello
../features\2730.npy,hello
../features\2731.npy,hello
../features\2732.npy,hello
../features\2733.npy,thank
../features\2734.npy,thank
../features\2735.npy,thank
../features\2736.npy,thank
../features\2737.npy,thank
../features\2738.npy,thank
../features\2739.npy,thank
../features\2740.npy,you
../features\2741.npy,you
../features\2742.npy,you
../features\2743.npy,you
../features\2744.npy,you
../features\2745.npy,you
../features\2746.npy,you
../features\2747.npy,please
../features\2748.npy,please
../features\2749.npy,please
../features\2750.npy,please
../features\2751.npy,please
../features\2752.npy,please
../features\2753.npy,please
../features\2754.npy,good
../features\2755.npy,good
../features\2756.npy,good
../features\2757.npy,good
../features\2758.npy,good
../features\2759.npy,good
../features\2760.npy,good
../features\2761.npy,morning
../features\2762.npy,morning
../features\2763.npy,morning
../features\2764.npy,morning
../features\2765.npy,morning
../features\2766.npy,morning
../features\2767.npy,morning
../features\2768.npy,yes
../features\2769.npy,yes
../features\2770.npy,yes
../features\2771.npy,yes
../features\2772.npy,yes
../features\2773.npy,yes
../features\2774.npy,yes
../features\2775.npy,no
../features\2776.npy,no
../features\2777.npy,no
../features\2778.npy,no
../features\2779.npy,no
../features\2780.npy,no
../features\2781.npy,no
../features\2782.npy,hello
../features\2783.npy,hello
../features\2784.npy,hello
../features\2785.npy,hello
../features\2786.npy,hello
../features\2787.npy,hello
../features\2788.npy,hello
../features\2789.npy,thank
../features\2790.npy,thank
../features\2791.npy,thank
../features\2792.npy,thank
../features\2793.npy,thank
../features\2794.npy,thank
../features\2795.npy,thank
../features\2796.npy,you
../features\2797.npy,you
../features\2798.npy,you
../features\2799.npy,you
../features\2800.npy,you
../features\2801.npy,you
../features\2802.npy,you
../features\2803.npy,please
../features\2804.npy,please
../features\2805.npy,please
../features\2806.npy,please
../features\2807.npy,please
../features\2808.npy,please
../features\2809.npy,please
../features\2810.npy,good
../features\2811.npy,good
../features\2812.npy,good
../features\2813.npy,good
../features\2814.npy,good
../features\2815.npy,good
../features\2816.npy,good
../features\2817.npy,morning
../features\2818.npy,morning
../features\2819.npy,morning
../features\2820.npy,morning
../features\2821.npy,morning
../features\2822.npy,morning
../features\2823.npy,morning
../features\2824.npy,yes
../features\2825.npy,yes
../features\2826.npy,yes
../features\2827.npy,yes
../features\2828.npy,yes
../features\2829.npy,yes
../features\2830.npy,yes
../features\2831.npy,no
../features\2832.npy,no
../features\2833.npy,no
../features\2834.npy,no
../features\2835.npy,no
../features\2836.npy,no
../features\2837.npy,no
../features\2838.npy,hello
../features\2839.npy,hello
../features\2840.npy,hello
../features\2841.npy,hello
../features\2842.npy,hello
../features\2843.npy,hello
../features\2844.npy,hello
../features\2845.npy,thank
../features\2846.npy,thank
../features\2847.npy,thank
../features\2848.npy,thank
../features\2849.npy,thank
../features\2850.npy,thank
../features\2851.npy,thank
../features\2852.npy,you
../features\2853.npy,you
../features\2854.npy,you
../features\2855.npy,you
../features\2856.npy,you
../features\2857.npy,you
../features\2858.npy,you
../features\2859.npy,please
../features\2860.npy,please
../features\2861.npy,please
../features\2862.npy,please
../features\2863.npy,please
../features\2864.npy,please
../features\2865.npy,please
../features\2866.npy,good
../features\2867.npy,good
../features\2868.npy,good
../features\2869.npy,good
../features\2870.npy,good
../features\2871.npy,good
../features\2872.npy,good
../features\2873.npy,morning
../features\2874.npy,morning
../features\2875.npy,morning
../features\2876.npy,morning
../features\2877.npy,morning
../features\2878.npy,morning
../features\2879.npy,morning
../features\2880.npy,yes
../features\2881.npy,yes
../features\2882.npy,yes
../features\2883.npy,yes
../features\2884.npy,yes
../features\2885.npy,yes
../features\2886.npy,yes
../features\2887.npy,no
../features\2888.npy,no
../features\2889.npy,no
../features\2890.npy,no
../features\2891.npy,no
../features\2892.npy,no
../features\2893.npy,no
../features\2894.npy,hello
../features\2895.npy,hello
../features\2896.npy,hello
../features\2897.npy,hello
../features\2898.npy,hello
../features\2899.npy,hello
../features\2900.npy,hello
../features\2901.npy,thank
../features\2902.npy,thank
../features\2903.npy,thank
../features\2904.npy,thank
../features\2905.npy,thank
../features\2906.npy,thank
../features\2907.npy,thank
../features\2908.npy,you
../features\2909.npy,you
../features\2910.npy,you
../features\2911.npy,you
../features\2912.npy,you
../features\2913.npy,you
../features\2914.npy,you
../features\2915.npy,please
../features\2916.npy,please
../features\2917.npy,please
../features\2918.npy,please
../features\2919.npy,please
../features\2920.npy,please
../features\2921.npy,please
../features\2922.npy,good
../features\2923.npy,good
../features\2924.npy,good
../features\2925.npy,good
../features\2926.npy,good
../features\2927.npy,good
../features\2928.npy,good
../features\2929.npy,morning
../features\2930.npy,morning
../features\2931.npy,morning
../features\2932.npy,morning
../features\2933.npy,morning
../features\2934.npy,morning
../features\2935.npy,morning
../features\2936.npy,yes
../features\2937.npy,yes
../features\2938.npy,yes
../features\2939.npy,yes
../features\2940.npy,yes
../features\2941.npy,yes
../features\2942.npy,yes
../features\2943.npy,no
../features\2944.npy,no
../features\2945.npy,no
../features\2946.npy,no
../features\2947.npy,no
../features\2948.npy,no
../features\2949.npy,no
../features\2950.npy,hello
../features\2951.npy,hello
../features\2952.npy,hello
../features\2953.npy,hello
../features\2954.npy,hello
../features\2955.npy,hello
../features\2956.npy,hello
../features\2957.npy,thank
../features\2958.npy,thank
../features\2959.npy,thank
../features\2960.npy,thank
../features\2961.npy,thank
../features\2962.npy,thank
../features\2963.npy,thank
../features\2964.npy,you
../features\2965.npy,you
../features\2966.npy,you
../features\2967.npy,you
../features\2968.npy,you
../features\2969.npy,you
../features\2970.npy,you
../features\2971.npy,please
../features\2972.npy,please
../features\2973.npy,please
../features\2974.npy,please
../features\2975.npy,please
../features\2976.npy,please
../features\2977.npy,please
../features\2978.npy,good
../features\2979.npy,good
../features\2980.npy,good
../features\2981.npy,good
../features\2982.npy,good
../features\2983.npy,good
../features\2984.npy,good
../features\2985.npy,morning
../features\2986.npy,morning
../features\2987.npy,morning
../features\2988.npy,morning
../features\2989.npy,morning
../features\2990.npy,morning
../features\2991.npy,morning
../features\2992.npy,yes
../features\2993.npy,yes
../features\2994.npy,yes
../features\2995.npy,yes
../features\2996.npy,yes
../features\2997.npy,yes
../features\2998.npy,yes
../features\2999.npy,no
../features\3000.npy,no
../features\3001.npy,no
../features\3002.npy,no
../features\3003.npy,no
../features\3004.npy,no
../features\3005.npy,no
../features\3006.npy,hello
../features\3007.npy,hello
../features\3008.npy,hello
../features\3009.npy,hello
../features\3010.npy,hello
../features\3011.npy,hello
../features\3012.npy,hello
../features\3013.npy,thank
../features\3014.npy,thank
../features\3015.npy,thank
../features\3016.npy,thank
../features\3017.npy,thank
../features\3018.npy,thank
../features\3019.npy,thank
../features\3020.npy,you
../features\3021.npy,you
../features\3022.npy,you
../features\3023.npy,you
../features\3024.npy,you
../features\3025.npy,you
../features\3026.npy,you
../features\3027.npy,please
../features\3028.npy,please
../features\3029.npy,please
../features\3030.npy,please
../features\3031.npy,please
../features\3032.npy,please
../features\3033.npy,please
../features\3034.npy,good
../features\3035.npy,good
../features\3036.npy,good
../features\3037.npy,good
../features\3038.npy,good
../features\3039.npy,good
../features\3040.npy,good
../features\3041.npy,morning
../features\3042.npy,morning
../features\3043.npy,morning
../features\3044.npy,morning
../features\3045.npy,morning
../features\3046.npy,morning
../features\3047.npy,morning
../features\3048.npy,yes
../features\3049.npy,yes
../features\3050.npy,yes
../features\3051.npy,yes
../features\3052.npy,yes
../features\3053.npy,yes
../features\3054.npy,yes
../features\3055.npy,no
../features\3056.npy,no
../features\3057.npy,no
../features\3058.npy,no
../features\3059.npy,no
../features\3060.npy,no
../features\3061.npy,no
../features\3062.npy,hello
../features\3063.npy,hello
../features\3064.npy,hello
../features\3065.npy,hello
../features\3066.npy,hello
../features\3067.npy,hello
../features\3068.npy,hello
../features\3069.npy,thank
../features\3070.npy,thank
../features\3071.npy,thank
../features\3072.npy,thank
../features\3073.npy,thank
../features\3074.npy,thank
../features\3075.npy,thank
../features\3076.npy,you
../features\3077.npy,you
../features\3078.npy,you
../features\3079.npy,you
../features\3080.npy,you
../features\3081.npy,you
../features\3082.npy,you
../features\3083.npy,please
../features\3084.npy,please
../features\3085.npy,please
../features\3086.npy,please
../features\3087.npy,please
../features\3088.npy,please
../features\3089.npy,please
../features\3090.npy,good
../features\3091.npy,good
../features\3092.npy,good
../features\3093.npy,good
../features\3094.npy,good
../features\3095.npy,good
../features\3096.npy,good
../features\3097.npy,morning
../features\3098.npy,morning
../features\3099.npy,morning
../features\3100.npy,morning
../features\3101.npy,morning
../features\3102.npy,morning
../features\3103.npy,morning
../features\3104.npy,yes
../features\3105.npy,yes
../features\3106.npy,yes
../features\3107.npy,yes
../features\3108.npy,yes
../features\3109.npy,yes
../features\3110.npy,yes
../features\3111.npy,no
../features\3112.npy,no
../features\3113.npy,no
../features\3114.npy,no
../features\3115.npy,no
../features\3116.npy,no
../features\3117.npy,no
../features\3118.npy,hello
../features\3119.npy,hello
../features\3120.npy,hello
../features\3121.npy,hello
../features\3122.npy,hello
../features\3123.npy,hello
../features\3124.npy,hello
../features\3125.npy,thank
../features\3126.npy,thank
../features\3127.npy,thank
../features\3128.npy,thank
../features\3129.npy,thank
../features\3130.npy,thank
../features\3131.npy,thank
../features\3132.npy,you
../features\3133.npy,you
../features\3134.npy,you
../features\3135.npy,you
../features\3136.npy,you
../features\3137.npy,you
../features\3138.npy,you
../features\3139.npy,please
../features\3140.npy,please
../features\3141.npy,please
../features\3142.npy,please
../features\3143.npy,please
../features\3144.npy,please
../features\3145.npy,please
../features\3146.npy,good
../features\3147.npy,good
../features\3148.npy,good
../features\3149.npy,good
../features\3150.npy,good
../features\3151.npy,good
../features\3152.npy,good
../features\3153.npy,morning
../features\3154.npy,morning
../features\3155.npy,morning
../features\3156.npy,morning
../features\3157.npy,morning
../features\3158.npy,morning
../features\3159.npy,morning
../features\3160.npy,yes
../features\3161.npy,yes
../features\3162.npy,yes
../features\3163.npy,yes
../features\3164.npy,yes
../features\3165.npy,yes
../features\3166.npy,yes
../features\3167.npy,no
../features\3168.npy,no
../features\3169.npy,no
../features\3170.npy,no
../features\3171.npy,no
../features\3172.npy,no
../features\3173.npy,no
../features\3174.npy,hello
../features\3175.npy,hello
../features\3176.npy,hello
../features\3177.npy,hello
../features\3178.npy,hello
../features\3179.npy,hello
../features\3180.npy,hello
../features\3181.npy,thank
../features\3182.npy,thank
../features\3183.npy,thank
../features\3184.npy,thank
../features\3185.npy,thank
../features\3186.npy,thank
../features\3187.npy,thank
../features\3188.npy,you
../features\3189.npy,you
../features\3190.npy,you
../features\3191.npy,you
../features\3192.npy,you
../features\3193.npy,you
../features\3194.npy,you
../features\3195.npy,please
../features\3196.npy,please
../features\3197.npy,please
../features\3198.npy,please
../features\3199.npy,please
../features\3200.npy,please
../features\3201.npy,please
../features\3202.npy,good
../features\3203.npy,good
../features\3204.npy,good
../features\3205.npy,good
../features\3206.npy,good
../features\3207.npy,good
../features\3208.npy,good
../features\3209.npy,morning
../features\3210.npy,morning
../features\3211.npy,morning
../features\3212.npy,morning
../features\3213.npy,morning
../features\3214.npy,morning
../features\3215.npy,morning
../features\3216.npy,yes
../features\3217.npy,yes
../features\3218.npy,yes
../features\3219.npy,yes
../features\3220.npy,yes
../features\3221.npy,yes
../features\3222.npy,yes
../features\3223.npy,no
../features\3224.npy,no
../features\3225.npy,no
../features\3226.npy,no
../features\3227.npy,no
../features\3228.npy,no
../features\3229.npy,no
../features\3230.npy,hello
../features\3231.npy,hello
../features\3232.npy,hello
../features\3233.npy,hello
../features\3234.npy,hello
../features\3235.npy,hello
../features\3236.npy,hello
../features\3237.npy,thank
../features\3238.npy,thank
../features\3239.npy,thank
../features\3240.npy,thank
../features\3241.npy,thank
../features\3242.npy,thank
../features\3243.npy,thank
../features\3244.npy,you
../features\3245.npy,you
../features\3246.npy,you
../features\3247.npy,you
../features\3248.npy,you
../features\3249.npy,you
../features\3250.npy,you
../features\3251.npy,please
../features\3252.npy,please
../features\3253.npy,please
../features\3254.npy,please
../features\3255.npy,please
../features\3256.npy,please
../features\3257.npy,please
../features\3258.npy,good
../features\3259.npy,good
../features\3260.npy,good
../features\3261.npy,good
../features\3262.npy,good
../features\3263.npy,good
../features\3264.npy,good
../features\3265.npy,morning
../features\3266.npy,morning
../features\3267.npy,morning
../features\3268.npy,morning
../features\3269.npy,morning
../features\3270.npy,morning
../features\3271.npy,morning
../features\3272.npy,yes
../features\3273.npy,yes
../features\3274.npy,yes
../features\3275.npy,yes
../features\3276.npy,yes
../features\3277.npy,yes
../features\3278.npy,yes
../features\3279.npy,no
../features\3280.npy,no
../features\3281.npy,no
../features\3282.npy,no
../features\3283.npy,no
../features\3284.npy,no
../features\3285.npy,no
../features\3286.npy,hello
../features\3287.npy,hello
../features\3288.npy,hello
../features\3289.npy,hello
../features\3290.npy,hello
../features\3291.npy,hello
../features\3292.npy,hello
../features\3293.npy,thank
../features\3294.npy,thank
../features\3295.npy,thank
../features\3296.npy,thank
../features\3297.npy,thank
../features\3298.npy,thank
../features\3299.npy,thank
../features\3300.npy,you
../features\3301.npy,you
../features\3302.npy,you
../features\3303.npy,you
../features\3304.npy,you
../features\3305.npy,you
../features\3306.npy,you
../features\3307.npy,please
../features\3308.npy,please
../features\3309.npy,please
../features\3310.npy,please
../features\3311.npy,please
../features\3312.npy,please
../features\3313.npy,please
../features\3314.npy,good
../features\3315.npy,good
../features\3316.npy,good
../features\3317.npy,good
../features\3318.npy,good
../features\3319.npy,good
../features\3320.npy,good
../features\3321.npy,morning
../features\3322.npy,morning
../features\3323.npy,morning
../features\3324.npy,morning
../features\3325.npy,morning
../features\3326.npy,morning
../features\3327.npy,morning
../features\3328.npy,yes
../features\3329.npy,yes
../features\3330.npy,yes
../features\3331.npy,yes
../features\3332.npy,yes
../features\3333.npy,yes
../features\3334.npy,yes
../features\3335.npy,no
../features\3336.npy,no
../features\3337.npy,no
../features\3338.npy,no
../features\3339.npy,no
../features\3340.npy,no
../features\3341.npy,no
../features\3342.npy,hello
../features\3343.npy,hello
../features\3344.npy,hello
../features\3345.npy,hello
../features\3346.npy,hello
../features\3347.npy,hello
../features\3348.npy,hello
../features\3349.npy,thank
../features\3350.npy,thank
../features\3351.npy,thank
../features\3352.npy,thank
../features\3353.npy,thank
../features\3354.npy,thank
../features\3355.npy,thank
../features\3356.npy,you
../features\3357.npy,you
../features\3358.npy,you
../features\3359.npy,you
../features\3360.npy,you
../features\3361.npy,you
../features\3362.npy,you
../features\3363.npy,please
../features\3364.npy,please
../features\3365.npy,please
../features\3366.npy,please
../features\3367.npy,please
../features\3368.npy,please
../features\3369.npy,please
../features\3370.npy,good
../features\3371.npy,good
../features\3372.npy,good
../features\3373.npy,good
../features\3374.npy,good
../features\3375.npy,good
../features\3376.npy,good
../features\3377.npy,morning
../features\3378.npy,morning
../features\3379.npy,morning
../features\3380.npy,morning
../features\3381.npy,morning
../features\3382.npy,morning
../features\3383.npy,morning
../features\3384.npy,yes
../features\3385.npy,yes
../features\3386.npy,yes
../features\3387.npy,yes
../features\3388.npy,yes
../features\3389.npy,yes
../features\3390.npy,yes
../features\3391.npy,no
../features\3392.npy,no
../features\3393.npy,no
../features\3394.npy,no
../features\3395.npy,no
../features\3396.npy,no
../features\3397.npy,no
../features\3398.npy,hello
../features\3399.npy,hello
../features\3400.npy,hello
../features\3401.npy,hello
../features\3402.npy,hello
../features\3403.npy,hello
../features\3404.npy,hello
../features\3405.npy,thank
../features\3406.npy,thank
../features\3407.npy,thank
../features\3408.npy,thank
../features\3409.npy,thank
../features\3410.npy,thank
../features\3411.npy,thank
../features\3412.npy,you
../features\3413.npy,you
../features\3414.npy,you
../features\3415.npy,you
../features\3416.npy,you
../features\3417.npy,you
../features\3418.npy,you
../features\3419.npy,please
../features\3420.npy,please
../features\3421.npy,please
../features\3422.npy,please
../features\3423.npy,please
../features\3424.npy,please
../features\3425.npy,please
../features\3426.npy,good
../features\3427.npy,good
../features\3428.npy,good
../features\3429.npy,good
../features\3430.npy,good
../features\3431.npy,good
../features\3432.npy,good
../features\3433.npy,morning
../features\3434.npy,morning
../features\3435.npy,morning
../features\3436.npy,morning
../features\3437.npy,morning
../features\3438.npy,morning
../features\3439.npy,morning
../features\3440.npy,yes
../features\3441.npy,yes
../features\3442.npy,yes
../features\3443.npy,yes
../features\3444.npy,yes
../features\3445.npy,yes
../features\3446.npy,yes
../features\3447.npy,no
../features\3448.npy,no
../features\3449.npy,no
../features\3450.npy,no
../features\3451.npy,no
../features\3452.npy,no
../features\3453.npy,no
../features\3454.npy,hello
../features\3455.npy,hello
../features\3456.npy,hello
../features\3457.npy,hello
../features\3458.npy,hello
../features\3459.npy,hello
../features\3460.npy,hello
../features\3461.npy,thank
../features\3462.npy,thank
../features\3463.npy,thank
../features\3464.npy,thank
../features\3465.npy,thank
../features\3466.npy,thank
../features\3467.npy,thank
../features\3468.npy,you
../features\3469.npy,you
../features\3470.npy,you
../features\3471.npy,you
../features\3472.npy,you
../features\3473.npy,you
../features\3474.npy,you
../features\3475.npy,please
../features\3476.npy,please
../features\3477.npy,please
../features\3478.npy,please
../features\3479.npy,please
../features\3480.npy,please
../features\3481.npy,please
../features\3482.npy,good
../features\3483.npy,good
../features\3484.npy,good
../features\3485.npy,good
../features\3486.npy,good
../features\3487.npy,good
../features\3488.npy,good
../features\3489.npy,morning
../features\3490.npy,morning
../features\3491.npy,morning
../features\3492.npy,morning
../features\3493.npy,morning
../features\3494.npy,morning
../features\3495.npy,morning
../features\3496.npy,yes
../features\3497.npy,yes
../features\3498.npy,yes
../features\3499.npy,yes
../features\3500.npy,yes
../features\3501.npy,yes
../features\3502.npy,yes
../features\3503.npy,no
../features\3504.npy,no
../features\3505.npy,no
../features\3506.npy,no
../features\3507.npy,no
../features\3508.npy,no
../features\3509.npy,no
../features\3510.npy,hello
../features\3511.npy,hello
../features\3512.npy,hello
../features\3513.npy,hello
../features\3514.npy,hello
../features\3515.npy,hello
../features\3516.npy,hello
../features\3517.npy,thank
../features\3518.npy,thank
../features\3519.npy,thank
../features\3520.npy,thank
../features\3521.npy,thank
../features\3522.npy,thank
../features\3523.npy,thank
../features\3524.npy,you
../features\3525.npy,you
../features\3526.npy,you
../features\3527.npy,you
../features\3528.npy,you
../features\3529.npy,you
../features\3530.npy,you
../features\3531.npy,please
../features\3532.npy,please
../features\3533.npy,please
../features\3534.npy,please
../features\3535.npy,please
../features\3536.npy,please
../features\3537.npy,please
../features\3538.npy,good
../features\3539.npy,good
../features\3540.npy,good
../features\3541.npy,good
../features\3542.npy,good
../features\3543.npy,good
../features\3544.npy,good
../features\3545.npy,morning
../features\3546.npy,morning
../features\3547.npy,morning
../features\3548.npy,morning
../features\3549.npy,morning
../features\3550.npy,morning
../features\3551.npy,morning
../features\3552.npy,yes
../features\3553.npy,yes
../features\3554.npy,yes
../features\3555.npy,yes
../features\3556.npy,yes
../features\3557.npy,yes
../features\3558.npy,yes
../features\3559.npy,no
../features\3560.npy,no
../features\3561.npy,no
../features\3562.npy,no
../features\3563.npy,no
../features\3564.npy,no
../features\3565.npy,no
../features\3566.npy,hello
../features\3567.npy,hello
../features\3568.npy,hello
../features\3569.npy,hello
../features\3570.npy,hello
../features\3571.npy,hello
../features\3572.npy,hello
../features\3573.npy,thank
../features\3574.npy,thank
../features\3575.npy,thank
../features\3576.npy,thank
../features\3577.npy,thank
../features\3578.npy,thank
../features\3579.npy,thank
../features\3580.npy,you
../features\3581.npy,you
../features\3582.npy,you
../features\3583.npy,you
../features\3584.npy,you
../features\3585.npy,you
../features\3586.npy,you
../features\3587.npy,please
../features\3588.npy,please
../features\3589.npy,please
../features\3590.npy,please
../features\3591.npy,please
../features\3592.npy,please
../features\3593.npy,please
../features\3594.npy,good
../features\3595.npy,good
../features\3596.npy,good
../features\3597.npy,good
../features\3598.npy,good
../features\3599.npy,good
../features\3600.npy,good
../features\3601.npy,morning
../features\3602.npy,morning
../features\3603.npy,morning
../features\3604.npy,morning
../features\3605.npy,morning
../features\3606.npy,morning
../features\3607.npy,morning
../features\3608.npy,yes
../features\3609.npy,yes
../features\3610.npy,yes
../features\3611.npy,yes
../features\3612.npy,yes
../features\3613.npy,yes
../features\3614.npy,yes
../features\3615.npy,no
../features\3616.npy,no
../features\3617.npy,no
../features\3618.npy,no
../features\3619.npy,no
../features\3620.npy,no
../features\3621.npy,no
../features\3622.npy,hello
../features\3623.npy,hello
../features\3624.npy,hello
../features\3625.npy,hello
../features\3626.npy,hello
../features\3627.npy,hello
../features\3628.npy,hello
../features\3629.npy,thank
../features\3630.npy,thank
../features\3631.npy,thank
../features\3632.npy,thank
../features\3633.npy,thank
../features\3634.npy,thank
../features\3635.npy,thank
../features\3636.npy,you
../features\3637.npy,you
../features\3638.npy,you
../features\3639.npy,you
../features\3640.npy,you
../features\3641.npy,you
../features\3642.npy,you
../features\3643.npy,please
../features\3644.npy,please
../features\3645.npy,please
../features\3646.npy,please
../features\3647.npy,please
../features\3648.npy,please
../features\3649.npy,please
../features\3650.npy,good
../features\3651.npy,good
../features\3652.npy,good
../features\3653.npy,good
../features\3654.npy,good
../features\3655.npy,good
../features\3656.npy,good
../features\3657.npy,morning
../features\3658.npy,morning
../features\3659.npy,morning
../features\3660.npy,morning
../features\3661.npy,morning
../features\3662.npy,morning
../features\3663.npy,morning
../features\3664.npy,yes
../features\3665.npy,yes
../features\3666.npy,yes
../features\3667.npy,yes
../features\3668.npy,yes
../features\3669.npy,yes
../features\3670.npy,yes
../features\3671.npy,no
../features\3672.npy,no
../features\3673.npy,no
../features\3674.npy,no
../features\3675.npy,no
../features\3676.npy,no
../features\3677.npy,no
../features\3678.npy,hello
../features\3679.npy,hello
../features\3680.npy,hello
../features\3681.npy,hello
../features\3682.npy,hello
../features\3683.npy,hello
../features\3684.npy,hello
../features\3685.npy,thank
../features\3686.npy,thank
../features\3687.npy,thank
../features\3688.npy,thank
../features\3689.npy,thank
../features\3690.npy,thank
../features\3691.npy,thank
../features\3692.npy,you
../features\3693.npy,you
../features\3694.npy,you
../features\3695.npy,you
../features\3696.npy,you
../features\3697.npy,you
../features\3698.npy,you
../features\3699.npy,please
../features\3700.npy,please
../features\3701.npy,please
../features\3702.npy,please
../features\3703.npy,please
../features\3704.npy,please
../features\3705.npy,please
../features\3706.npy,good
../features\3707.npy,good
../features\3708.npy,good
../features\3709.npy,good
../features\3710.npy,good
../features\3711.npy,good
../features\3712.npy,good
../features\3713.npy,morning
../features\3714.npy,morning
../features\3715.npy,morning
../features\3716.npy,morning
../features\3717.npy,morning
../features\3718.npy,morning
../features\3719.npy,morning
../features\3720.npy,yes
../features\3721.npy,yes
../features\3722.npy,yes
../features\3723.npy,yes
../features\3724.npy,yes
../features\3725.npy,yes
../features\3726.npy,yes
../features\3727.npy,no
../features\3728.npy,no
../features\3729.npy,no
../features\3730.npy,no
../features\3731.npy,no
../features\3732.npy,no
../features\3733.npy,no
../features\3734.npy,hello
